name,google_url,categorie,address,phone,website,note,nb_avis,accessible,chiens_acceptes,livraison,livraison_sans_contact,service_de_drive,vente_a_emporter,repas_sur_place,code_plus
Kaz a Milo,https://www.google.com/maps/place/Kaz+a+Milo/data=!4m7!3m6!1s0x8d121701c2142f73:0x39d3440b9041eb2a!8m2!3d4.930441!4d-52.409143!16s%2Fg%2F11xw7gbzvp!19sChIJcy8UwgEXEo0RKutBkAtE0zk?authuser=0&hl=fr&rclk=1,Restauration rapide,"31 Avenue Pripri Soula, Macouria 97355, Guyane française",+594 594 25 35 92,,,0,non,,,,,,,"WHJR+58 Macouria, Guyane française"
La Maison Blanche,https://www.google.com/maps/place/La+Maison+Blanche/data=!4m7!3m6!1s0x8d1217c403ffdef5:0x905ebafc44998734!8m2!3d4.945021!4d-52.4169709!16s%2Fg%2F11k3dy91nw!19sChIJ9d7_A8QXEo0RNIeZRPy6XpA?authuser=0&hl=fr&rclk=1,Espace événementiel,"505, 97355 Rue de L’Ecole de 7eme, Macouria, Guyane française",+594 694 25 52 48,instagram.com,4,6,oui,,,,,,,"WHWM+26 Macouria, Guyane française"
Ferme Edmé Zulemaro,https://www.google.com/maps/place/Ferme+Edm%C3%A9+Zulemaro/data=!4m7!3m6!1s0x8d1202225038af89:0xa7bcbf67d39746a6!8m2!3d5.0802232!4d-52.6098508!16s%2Fg%2F11c2090cnj!19sChIJia84UCICEo0RpkaX02e_vKc?authuser=0&hl=fr&rclk=1,Restaurant,"39JR+33J, Caussade 97310, Guyane française",+594 594 38 45 63,,"4,1",87,oui,,,,,,oui,
Suri Food,https://www.google.com/maps/place/Suri+Food/data=!4m7!3m6!1s0x8d121b1b21074e2f:0xb2f261ff12c7dda1!8m2!3d5.0043143!4d-52.4645553!16s%2Fg%2F11vjmvpdrg!19sChIJL04HIRsbEo0Rod3HEv9h8rI?authuser=0&hl=fr&rclk=1,Restauration rapide,"18, 97355 Rue Manil Marecage, Macouria 97355, Guyane française",+594 694 13 95 40,,3,2,non,,,,,oui,,"2G3P+P5 Macouria, Guyane française"
Madame Est Servie Guyane,https://www.google.com/maps/place/Madame+Est+Servie+Guyane/data=!4m7!3m6!1s0x8d121710e8a39c37:0x496d1fbc6802c115!8m2!3d4.9238363!4d-52.4164938!16s%2Fg%2F11tww5kprl!19sChIJN5yj6BAXEo0RFcECaLwfbUk?authuser=0&hl=fr&rclk=1,Livraison de repas à domicile,"2 Rue de la Comté, Macouria 97355, Guyane française",+594 694 15 80 03,madameestservieguyane.com,4,1,non,,oui,,,,,"WHFM+GC Macouria, Guyane française"
Zoo Cay.,https://www.google.com/maps/place/Zoo+Cay./data=!4m7!3m6!1s0x8d121148831d564d:0x4d923e5519d9737b!8m2!3d4.9467641!4d-52.4909947!16s%2Fg%2F11txhjnx_f!19sChIJTVYdg0gREo0Re3PZGVU-kk0?authuser=0&hl=fr&rclk=1,Bar,"97356 D5, Macouria 97356, Guyane française",,,5,1,oui,,,,,oui,oui,"WGW5+PJ Macouria, Guyane française"
SABOR DO BRAZIL,https://www.google.com/maps/place/SABOR+DO+BRAZIL/data=!4m7!3m6!1s0x8d121b0076940139:0x336b2f4ca75c1486!8m2!3d5.0131123!4d-52.47329!16s%2Fg%2F11x8mkn2mj!19sChIJOQGUdgAbEo0RhhRcp0wvazM?authuser=0&hl=fr&rclk=1,Restaurant brésilien,"2G7G+6MW, Rue renote robot, Macouria 97355, Guyane française",,,,0,non,,,,,,,
Five Monkeys Soula,https://www.google.com/maps/place/Five+Monkeys+Soula/data=!4m7!3m6!1s0x8d1217b6b0e2299f:0x551b1c5146c5bc49!8m2!3d4.9260952!4d-52.3917262!16s%2Fg%2F11wbsvh6pw!19sChIJnynisLYXEo0RSbzFRlEcG1U?authuser=0&hl=fr&rclk=1,Restaurant,"Route Nationale 1, Macouria 97355, Guyane française",+594 694 07 77 00,fivemonkeys.fr,5,13,non,,,,,,,"WJG5+C8 Macouria, Guyane française"
Restaurant Le Karting Relais Spatial,https://www.google.com/maps/place/Restaurant+Le+Karting+Relais+Spatial/data=!4m7!3m6!1s0x8d11fe67dbfed88b:0xc4638929c3e0e53a!8m2!3d5.1553915!4d-52.6703622!16s%2Fg%2F11dftsmgw0!19sChIJi9j-22f-EY0ROuXgwymJY8Q?authuser=0&hl=fr&rclk=1,Restaurant,"584H+5V2, Kourou 97310, Guyane française",+594 594 32 05 39,,4,95,oui,,,,,,,
Restaurant Laura,https://www.google.com/maps/place/Restaurant+Laura/data=!4m7!3m6!1s0x8d0edf088734e4dd:0x119013d13e158619!8m2!3d5.6684005!4d-53.7779041!16s%2Fg%2F11fj09rlb0!19sChIJ3eQ0hwjfDo0RGYYVPtETkBE?authuser=0&hl=fr&rclk=1,Restaurant,"22 Rue des frères Mana, 97360, Guyane française",+594 594 34 82 99,,"3,5",21,non,,,,,oui,oui,
Restaurant King,https://www.google.com/maps/place/Restaurant+King/data=!4m7!3m6!1s0x8d0edf034d4f8edd:0x4c252d58f2bb5869!8m2!3d5.6676518!4d-53.7766842!16s%2Fg%2F11fn2jlwy2!19sChIJ3Y5PTQPfDo0RaVi78lgtJUw?authuser=0&hl=fr&rclk=1,Restaurant,"M69F+388, Mana 97360, Guyane française",+594 594 34 82 18,,"3,7",57,non,,,,,oui,oui,
Restaurant LE RANCH,https://www.google.com/maps/place/Restaurant+LE+RANCH/data=!4m7!3m6!1s0x8d123e8f6e2cd277:0xcbf12e8c1a96f92!8m2!3d4.8664643!4d-52.3129418!16s%2Fg%2F11gcfn2dxw!19sChIJd9Isbo8-Eo0Rkm-pwegSvww?authuser=0&hl=fr&rclk=1,Restaurant,"Route de la distillerie Crique Fouillée, N4 Matoury, 97351 Matoury, 97351, Guyane française",+594 694 96 70 30,restaurantleranch.fr,4,206,oui,,non,,,oui,oui,"VM8P+HR Matoury, Guyane française"
Restaurant Chez Ya,https://www.google.com/maps/place/Restaurant+Chez+Ya/data=!4m7!3m6!1s0x8d0edde731afde45:0x88479c8817e7cea8!8m2!3d5.6041312!4d-53.8170188!16s%2Fg%2F11tmfcv980!19sChIJRd6vMefdDo0RqM7nF4icR4g?authuser=0&hl=fr&rclk=1,Restaurant,"97360 Place du Marché, Mana 97360, Guyane française",+594 694 43 27 43,,5,1,non,,,,,oui,oui,
Le Buffalo,https://www.google.com/maps/place/Le+Buffalo/data=!4m7!3m6!1s0x8d0edfc4373eff41:0x51bba9ac348a4e78!8m2!3d5.6678309!4d-53.779389!16s%2Fg%2F11h11kyz6t!19sChIJQf8-N8TfDo0ReE6KNKypu1E?authuser=0&hl=fr&rclk=1,Restaurant,"36 RUE JAVOUHEY, Mana 97360, Guyane française",+594 694 93 06 08,,"4,4",98,non,,,,,,,
Restaurant CHEZ LILI,https://www.google.com/maps/place/Restaurant+CHEZ+LILI/data=!4m7!3m6!1s0x8d0edff48356757d:0xc75bbbce0fa245c9!8m2!3d5.6698488!4d-53.777754!16s%2Fg%2F11fj93tj_p!19sChIJfXVWg_TfDo0RyUWiD867W8c?authuser=0&hl=fr&rclk=1,Restaurant,"34 Rue Berville Gazel, Mana 97360, Guyane française",+594 694 99 60 61,,"4,2",9,non,,,,,,,
Le Kiosque restaurant Matoury,https://www.google.com/maps/place/Le+Kiosque+restaurant+Matoury/data=!4m7!3m6!1s0x8d123e4c6fe78979:0x641fb931262cd7df!8m2!3d4.8458903!4d-52.3350768!16s%2Fg%2F11c7t1cwcn!19sChIJeYnnb0w-Eo0R39csJjG5H2Q?authuser=0&hl=fr&rclk=1,Restaurant,"Matoury, 97351 matoury, 97351, Guyane française",+594 594 35 64 12,lekiosquerestaurant.com,"4,3",481,oui,,,,,,oui,"RMW7+9X Matoury, Guyane française"
Fish Style,https://www.google.com/maps/place/Fish+Style/data=!4m7!3m6!1s0x8d123de09ed25783:0x383e47d2640e0ddb!8m2!3d4.8860128!4d-52.3419777!16s%2Fg%2F11f6y49_03!19sChIJg1fSnuA9Eo0R2w0OZNJHPjg?authuser=0&hl=fr&rclk=1,Restaurant,"11, 97351 Rue de la Boulangere, Matoury 97300, Guyane française",+594 694 45 93 49,fishstyle.fr,"4,3",278,oui,,non,,,oui,oui,"VMP5+C6 Matoury, Guyane française"
Miam Miam Trop Bon,https://www.google.com/maps/place/Miam+Miam+Trop+Bon/data=!4m7!3m6!1s0x8d123d98e20dc02b:0xace53006c80cf96f!8m2!3d4.8525611!4d-52.3353974!16s%2Fg%2F11tn7yhn36!19sChIJK8AN4pg9Eo0Rb_kMyAYw5aw?authuser=0&hl=fr&rclk=1,Restaurant,"37 Avenue Michel Saïd, Matoury 97351, Guyane française",+594 694 42 79 04,miammiamtropbon.sumupstore.com,"4,8",194,oui,,,,,oui,oui,"VM37+2R Matoury, Guyane française"
Mille Pâtes Matoury,https://www.google.com/maps/place/Mille+P%C3%A2tes+Matoury/data=!4m7!3m6!1s0x8d123f7a3c9d9709:0x42d494f6c2b854f!8m2!3d4.846572!4d-52.335052!16s%2Fg%2F11f5vbc9jn!19sChIJCZedPHo_Eo0RT4UrbE9JLQQ?authuser=0&hl=fr&rclk=1,Restaurant,"Route de Matoury, PK 6, RN2, Matoury 97351, Guyane française",+594 594 28 91 70,millepates-guyane.com,"3,4",79,oui,,oui,,,oui,oui,"RMW7+JX Matoury, Guyane française"
Churascaria - New rodeo,https://www.google.com/maps/place/Churascaria+-+New+rodeo/data=!4m7!3m6!1s0x8d123fb540251cc9:0x937b0ca12a9bcba8!8m2!3d4.8693319!4d-52.3235338!16s%2Fg%2F11smgs_3f9!19sChIJyRwlQLU_Eo0RqMubKqEMe5M?authuser=0&hl=fr&rclk=1,Grillades,"VM9G+PH, 23 Rue de la Rhumerie, Matoury 97351, Guyane française",+594 594 30 70 32,,"4,1",76,oui,,,,,,oui,
Stories Bar,https://www.google.com/maps/place/Stories+Bar/data=!4m7!3m6!1s0x8d126bf1f1b38fef:0x141eed2ed8381896!8m2!3d4.7994467!4d-52.3623048!16s%2Fg%2F11nnph1knq!19sChIJ74-z8fFrEo0Rlhg42C7tHhQ?authuser=0&hl=fr&rclk=1,Restaurant,"600 route de Stoupan, Matoury 97351, Guyane française",+594 694 00 26 62,,"4,7",39,oui,,,,,,oui,"QJXQ+Q3 Matoury, Guyane française"
Restaurant Chang Fa,https://www.google.com/maps/place/Restaurant+Chang+Fa/data=!4m7!3m6!1s0x8d123d0038dca271:0xf2bd8eca9c7c0f56!8m2!3d4.8941678!4d-52.3311652!16s%2Fg%2F11xkfdwx_1!19sChIJcaLcOAA9Eo0RVg98nMqOvfI?authuser=0&hl=fr&rclk=1,Restaurant chinois,"VMV9+MG8, Route du Larivot, Matoury 97351, Guyane française",+594 594 30 76 32,,5,2,non,,,,,,,
Bleu Grande Anse Restaurant,https://www.google.com/maps/place/Bleu+Grande+Anse+Restaurant/data=!4m7!3m6!1s0x8d123d34d84271b7:0x240726ac713bb836!8m2!3d4.8846475!4d-52.3352021!16s%2Fg%2F11q8gqzxg3!19sChIJt3FC2DQ9Eo0RNrg7cawmByQ?authuser=0&hl=fr&rclk=1,Restaurant,"51 rue Cotonnière Centre commercial Balata Matoury, 97351, Guyane française",+594 594 24 31 26,,"4,1",55,oui,,,,,,oui,"VMM7+VW Matoury, Guyane française"
Restaurant L'hacienda,https://www.google.com/maps/place/Restaurant+L%27hacienda/data=!4m7!3m6!1s0x8d1217df373fecb1:0xeb218466d6b196b!8m2!3d4.8800735!4d-52.3632147!16s%2Fg%2F11x2bcyxgc!19sChIJsew_N98XEo0RaxlrbUYYsg4?authuser=0&hl=fr&rclk=1,Restaurant colombien,"364 Allee Du Grd Mont, Matoury 97351, Guyane française",+594 594 30 77 66,,"4,8",8,oui,,non,,,oui,oui,"VJJP+2P Matoury, Guyane française"
CHEZ TOMMI,https://www.google.com/maps/place/CHEZ+TOMMI/data=!4m7!3m6!1s0x8d123f09bd3eed8d:0x55a4ea5726e8a501!8m2!3d4.8725194!4d-52.3211552!16s%2Fg%2F11y02g6yrw!19sChIJje0-vQk_Eo0RAaXoJlfqpFU?authuser=0&hl=fr&rclk=1,Restaurant de cuisine traditionnelle,"Rue de la condensation, Matoury 97351, Guyane française",+594 694 00 56 24,,5,1,non,,,,,,,"VMFH+2G Matoury, Guyane française"
Restaurant Li Sing,https://www.google.com/maps/place/Restaurant+Li+Sing/data=!4m7!3m6!1s0x8d123e4feb58ee75:0xcc2bba7ed3eae18e!8m2!3d4.8510611!4d-52.3306932!16s%2Fg%2F11gf997390!19sChIJde5Y608-Eo0RjuHq0366K8w?authuser=0&hl=fr&rclk=1,Restaurant,"VM29+CPF, Rue Jacques Lony, Matoury 97351, Guyane française",+594 594 35 63 74,,4,24,non,,non,,,,oui,
Chez Diane,https://www.google.com/maps/place/Chez+Diane/data=!4m7!3m6!1s0x8d123ddc9344e8c1:0x3c76f8be56956ee!8m2!3d4.8845786!4d-52.3360089!16s%2Fg%2F11g6bj59gf!19sChIJwehEk9w9Eo0R7lZp5YtvxwM?authuser=0&hl=fr&rclk=1,Restaurant,"VMM7+RHQ, Rte de L'est, Matoury 97351, Guyane française",+594 694 38 77 16,,"4,6",14,non,,,,,,oui,
Coin Caché,https://www.google.com/maps/place/Coin+Cach%C3%A9/data=!4m7!3m6!1s0x8d123f114f153ca5:0x264ab73b49992dcf!8m2!3d4.8762201!4d-52.3333775!16s%2Fg%2F11v15rj9s2!19sChIJpTwVTxE_Eo0Rzy2ZSTu3SiY?authuser=0&hl=fr&rclk=1,Restaurant créole,"7, 97351 Imp. Fleur de Canne, Matoury, Guyane française",+594 694 45 31 15,,4,1,oui,,,,,oui,oui,"VMG8+FJ Matoury, Guyane française"
Le FLAMBOYANT,https://www.google.com/maps/place/Le+FLAMBOYANT/data=!4m7!3m6!1s0x8d123e0a1ede4261:0x6339e89d9ece7045!8m2!3d4.8772006!4d-52.3451161!16s%2Fg%2F11c12bdw_8!19sChIJYULeHgo-Eo0RRXDOnp3oOWM?authuser=0&hl=fr&rclk=1,Restaurant,"76 Avenue des Flamboyants, Matoury 97351, Guyane française",+594 694 20 43 72,,"4,2",45,non,,,,,,,"VMG3+VX Matoury, Guyane française"
Pizza Balata,https://www.google.com/maps/place/Pizza+Balata/data=!4m7!3m6!1s0x8d123ff2be12905b:0x2d0611c345f233e9!8m2!3d4.8842543!4d-52.3352916!16s%2Fg%2F11kq902jky!19sChIJW5ASvvI_Eo0R6TPyRcMRBi0?authuser=0&hl=fr&rclk=1,Pizzas à emporter,"51 rue de la cotonniere, Matoury 97351, Guyane française",+594 594 21 05 40,,"4,5",26,non,,oui,,,,,"VMM7+PV Matoury, Guyane française"
Le Buffle de l'hôtel La Chaumière,https://www.google.com/maps/place/Le+Buffle+de+l%27h%C3%B4tel+La+Chaumi%C3%A8re/data=!4m7!3m6!1s0x8d121575aa3579c5:0x2f99613024a8f314!8m2!3d4.879455!4d-52.366402!16s%2Fg%2F11g0lfjb2t!19sChIJxXk1qnUVEo0RFPOoJDBhmS8?authuser=0&hl=fr&rclk=1,Restaurant créole,"Chemin la chaumière, Matoury 97351, Guyane française",+594 594 30 62 83,,"3,8",23,oui,,,,,,oui,"VJHM+QC Matoury, Guyane française"
Le Boucané Kreyol,https://www.google.com/maps/place/Le+Boucan%C3%A9+Kreyol/data=!4m7!3m6!1s0x8d123f0003f75773:0xc3fd0222ee68063b!8m2!3d4.8553215!4d-52.3268873!16s%2Fg%2F11x631ygpc!19sChIJc1f3AwA_Eo0ROwZo7iIC_cM?authuser=0&hl=fr&rclk=1,Restaurant,"VM4F+47V, Matoury 97351, Guyane française",+594 594 38 28 19,,5,4,non,,,,,,,
Hôtel La Chaumière,https://www.google.com/maps/place/H%C3%B4tel+La+Chaumi%C3%A8re/data=!4m10!3m9!1s0x8d1215fe03eed19f:0xfd2fd36896132774!5m2!4m1!1i2!8m2!3d4.880052!4d-52.3660446!16s%2Fg%2F11b_1nyhdb!19sChIJn9HuA_4VEo0RdCcTlmjTL_0?authuser=0&hl=fr&rclk=1,,"2507 Chem. de la Chaumière, Matoury 97351, Guyane française",+594 594 25 57 01,lachaumierecayenne.com,"3,3",158,non,,,,,,,"VJJM+2H Matoury, Guyane française"
Restaurant Rafa,https://www.google.com/maps/place/Restaurant+Rafa/data=!4m7!3m6!1s0x8d123dc12762470b:0x224869cf91682a63!8m2!3d4.8875543!4d-52.333052!16s%2Fg%2F11mvp9cjzk!19sChIJC0diJ8E9Eo0RYypokc9pSCI?authuser=0&hl=fr&rclk=1,Restaurant brésilien,"Centre commercial Family plaza 97351, Matoury, Guyane française",+594 694 07 38 30,,"2,8",8,non,,,,,,oui,"VMQ8+2Q Matoury, Guyane française"
Emilie Crêpes et Délices,https://www.google.com/maps/place/Emilie+Cr%C3%AApes+et+D%C3%A9lices/data=!4m7!3m6!1s0x8d123f72338cfeef:0x65f53f68d255a346!8m2!3d4.8526277!4d-52.3353877!16s%2Fg%2F11js98sp48!19sChIJ7_6MM3I_Eo0RRqNV0mg_9WU?authuser=0&hl=fr&rclk=1,Pizzeria,"VM37+3VP Résidence Anolis, 39 Avenue Michel Saïd, Matoury 97351, Guyane française",+594 694 13 00 98,,"4,8",4,oui,,,,,oui,oui,
Pizza Matoury,https://www.google.com/maps/place/Pizza+Matoury/data=!4m7!3m6!1s0x8d123e4e3c55b5a5:0x2b0022a79ecf9aea!8m2!3d4.8498033!4d-52.3302687!16s%2Fg%2F12mjt3ny9!19sChIJpbVVPE4-Eo0R6prPnqciACs?authuser=0&hl=fr&rclk=1,Pizzeria,"18 Rue Victor Ceide, Matoury 97351, Guyane française",+594 594 35 62 14,pizzamatoury.com,"3,7",126,non,,,,,oui,,"RMX9+WV Matoury, Guyane française"
ITAW FOOD,https://www.google.com/maps/place/ITAW+FOOD/data=!4m7!3m6!1s0x8d123da951dcc139:0xc3711d1445daa072!8m2!3d4.8904527!4d-52.3394985!16s%2Fg%2F11qqhcqvyt!19sChIJOcHcUak9Eo0RcqDaRRQdccM?authuser=0&hl=fr&rclk=1,Restaurant de hamburgers,"Balata, 47 Rue Jean-Jacques Dessalines, Matoury 97351, Guyane française",,,5,4,oui,,,,,oui,oui,"VMR6+56 Matoury, Guyane française"
Kohi Neko,https://www.google.com/maps/place/Kohi+Neko/data=!4m7!3m6!1s0x8d123da4dc2d3ed3:0x577db27007548153!8m2!3d4.887551!4d-52.3331454!16s%2Fg%2F11v75szdsp!19sChIJ0z4t3KQ9Eo0RU4FUB3CyfVc?authuser=0&hl=fr&rclk=1,Snack,"Centre Commercial Family Plaza, ZI Terca, Matoury 97351, Guyane française",,,"4,2",10,non,,,,,oui,oui,"VMQ8+2P Matoury, Guyane française"
Dedeca Hamburguer’s,https://www.google.com/maps/place/Dedeca+Hamburguer%E2%80%99s/data=!4m7!3m6!1s0x8d123d005e6b7d8b:0xee7b0962f417771f!8m2!3d4.8782693!4d-52.3210902!16s%2Fg%2F11w92_lj71!19sChIJi31rXgA9Eo0RH3cX9GIJe-4?authuser=0&hl=fr&rclk=1,Restaurant de hamburgers,"10, 97351 Rue des Fûts, Matoury 97351, Guyane française",,,5,2,oui,,,,,,oui,"VMHH+8H Matoury, Guyane française"
Banane pésées,https://www.google.com/maps/place/Banane+p%C3%A9s%C3%A9es/data=!4m7!3m6!1s0x8d123f0066712b11:0x5dc5250b44d9a885!8m2!3d4.8428705!4d-52.3234328!16s%2Fg%2F11x2xq0m7t!19sChIJEStxZgA_Eo0RhajZRAslxV0?authuser=0&hl=fr&rclk=1,Restaurant de grillades,"50, 97351 Rue des Passiflores, Matoury 97300, Guyane française",,,5,1,non,,,,,,,"RMVG+4J Matoury, Guyane française"
Restaurant IOLILI Stoupan,https://www.google.com/maps/place/Restaurant+IOLILI+Stoupan/data=!4m7!3m6!1s0x8d126b551ede65fd:0xbd221183dec11645!8m2!3d4.8004085!4d-52.3630992!16s%2Fg%2F11k9s98598!19sChIJ_WXeHlVrEo0RRRbB3oMRIr0?authuser=0&hl=fr&rclk=1,Restaurant,"Ancienne Briqueterie, 560 Route de Stoupan, Matoury 97351, Guyane française",,,"3,8",6,oui,,oui,oui,,oui,oui,"RJ2P+5Q Matoury, Guyane française"
Banane pézé balata,https://www.google.com/maps/place/Banane+p%C3%A9z%C3%A9+balata/data=!4m7!3m6!1s0x8d123db2c03f2449:0x38fd275ce51a87fa!8m2!3d4.8895926!4d-52.3382707!16s%2Fg%2F11fqwk55f8!19sChIJSSQ_wLI9Eo0R-oca5Vwn_Tg?authuser=0&hl=fr&rclk=1,Restaurant,"Balata, Matoury, 97351, Guyane française",,,4,4,oui,,,,,oui,oui,"VMQ6+RM Matoury, Guyane française"
Mej multiservices Guyane,https://www.google.com/maps/place/Mej+multiservices+Guyane/data=!4m7!3m6!1s0x8d123d82be525c5f:0x1ae31edaa74c4608!8m2!3d4.8839339!4d-52.3189586!16s%2Fg%2F11krbqsfqh!19sChIJX1xSvoI9Eo0RCEZMp9oe4xo?authuser=0&hl=fr&rclk=1,Restaurant,"1440 Rue du Champ de Canne, Matoury 97351, Guyane française",+594 694 04 85 21,,,0,oui,,oui,,,oui,oui,"VMMJ+HC Matoury, Guyane française"
Pizzeria au Petit Bateau - Matoury,https://www.google.com/maps/place/Pizzeria+au+Petit+Bateau+-+Matoury/data=!4m7!3m6!1s0x8d123f00d3706fef:0x141eaab526256c5f!8m2!3d4.8506343!4d-52.3308489!16s%2Fg%2F11fs9_0qr_!19sChIJ729w0wA_Eo0RX2wlJrWqHhQ?authuser=0&hl=fr&rclk=1,Pizzas à emporter,"11 Rue Jacques Lony, Matoury 97351, Guyane française",+594 594 20 65 19,,"4,3",53,non,,,,,oui,,"VM29+7M Matoury, Guyane française"
snack-petit cogneau,https://www.google.com/maps/place/snack-petit+cogneau/data=!4m7!3m6!1s0x8d123f1db1255a65:0x4a2af0889f2c13cb!8m2!3d4.8745548!4d-52.3250283!16s%2Fg%2F11s80bvqzq!19sChIJZVolsR0_Eo0RyxMsn4jwKko?authuser=0&hl=fr&rclk=1,Restaurant de hamburgers,"Matoury, 97351, Guyane française",+594 694 92 31 24,,5,2,oui,,,,,oui,oui,"VMFF+RX Matoury, Guyane française"
Hmong Belle Asie,https://www.google.com/maps/place/Hmong+Belle+Asie/data=!4m7!3m6!1s0x8d123d838f5cbee1:0x97181fc3f2d1b855!8m2!3d4.8874385!4d-52.3330146!16s%2Fg%2F11h6bmgh21!19sChIJ4b5cj4M9Eo0RVbjR8sMfGJc?authuser=0&hl=fr&rclk=1,Restaurant,"VMP8+XQH, Centre commercial Family plaza, Matoury, Guyane française",,,"3,6",19,non,,non,,,,oui,
PLAZA CAFE MATOURY,https://www.google.com/maps/place/PLAZA+CAFE+MATOURY/data=!4m7!3m6!1s0x8d123dc4f75995a5:0x54e0c0361b0911c8!8m2!3d4.8876159!4d-52.3327521!16s%2Fg%2F11g9d_6nn1!19sChIJpZVZ98Q9Eo0RyBEJGzbA4FQ?authuser=0&hl=fr&rclk=1,Restaurant,"CENTRE COMMERCIAL FAMILY PLAZA MATOURY, 97351, Guyane française",+594 594 35 15 46,,"3,2",113,oui,,,,,,oui,"VMQ8+2V Matoury, Guyane française"
Soc-Trang Chez Nena Restaurant,https://www.google.com/maps/place/Soc-Trang+Chez+Nena+Restaurant/data=!4m7!3m6!1s0x8d123d311dfda427:0x6612c61d29f42daa!8m2!3d4.887235!4d-52.28009!16s%2Fg%2F11dxjybs84!19sChIJJ6T9HTE9Eo0Rqi30KR3GEmY?authuser=0&hl=fr&rclk=1,Restaurant vietnamien,"2 Av. du Général de Gaulle, Remire-Montjoly 97354, Guyane française",+594 594 35 40 65,,"4,1",32,non,,non,,,oui,oui,"VPP9+VX Remire-Montjoly, Guyane française"
Saveurs autrement,https://www.google.com/maps/place/Saveurs+autrement/data=!4m7!3m6!1s0x8d123f59e536225d:0xf595280bc41e15b4!8m2!3d4.8337031!4d-52.3499374!16s%2Fg%2F11nyl5xwy4!19sChIJXSI25Vk_Eo0RtBUexAsolfU?authuser=0&hl=fr&rclk=1,Restaurant,"11 lotissement fuschia route de Rochambeau Matoury, 97351, Guyane française",,,5,1,oui,,oui,oui,oui,,oui,"RMM2+F2 Matoury, Guyane française"
Hôtel La Marmotte,https://www.google.com/maps/place/H%C3%B4tel+La+Marmotte/data=!4m10!3m9!1s0x8d123e4ddb44de35:0x8e46cc1c180eede2!5m2!4m1!1i2!8m2!3d4.846718!4d-52.3353504!16s%2Fg%2F1ttpcbjh!19sChIJNd5E200-Eo0R4u0OGBzMRo4?authuser=0&hl=fr&rclk=1,,"PK 6, RN2, Route de Matoury, 97351, Guyane française",+594 594 35 63 90,hotel-lamarmotte.com,"3,4",148,non,,,,,,,"RMW7+MV Matoury, Guyane française"
Kaz 45,https://www.google.com/maps/place/Kaz+45/data=!4m7!3m6!1s0x8d123f47ee3afd9f:0xa352a3d60e4e68c8!8m2!3d4.8503687!4d-52.3216223!16s%2Fg%2F11rtlvqd69!19sChIJn_067kc_Eo0RyGhODtajUqM?authuser=0&hl=fr&rclk=1,Restauration rapide,"45 Rue des Anthuriums, Matoury 97351, Guyane française",+594 694 92 38 40,instagram.com,5,1,oui,,,,,oui,,"VM2H+49 Matoury, Guyane française"
Restaurant Chez Darline,https://www.google.com/maps/place/Restaurant+Chez+Darline/data=!4m7!3m6!1s0x8d123d1e9b167d5b:0x77bcd75b0752277e!8m2!3d4.8901816!4d-52.340628!16s%2Fg%2F11fmwp9zb5!19sChIJW30Wmx49Eo0RfidSB1vXvHc?authuser=0&hl=fr&rclk=1,Restaurant,"Unnamed Road, 12 Rue Polus Assard, Matoury 97351, Guyane française",+594 694 13 75 29,,3,1,non,,,,,oui,,"VMR5+3P Matoury, Guyane française"
Tapas Copas,https://www.google.com/maps/place/Tapas+Copas/data=!4m7!3m6!1s0x8d123dc4f7312fe7:0xaaae25cc08aea1b3!8m2!3d4.8876069!4d-52.3328423!16s%2Fg%2F11hbpxv90n!19sChIJ5y8x98Q9Eo0Rs6GuCMwlrqo?authuser=0&hl=fr&rclk=1,Restaurant,"VMQ8+2VV, Cayenne, Matoury, Guyane française",+594 594 30 43 76,,"2,3",19,oui,,non,,,oui,oui,
Lucky Wish,https://www.google.com/maps/place/Lucky+Wish/data=!4m7!3m6!1s0x8d123e4fcd20f7cf:0x865bdbb0ad73d20c!8m2!3d4.849805!4d-52.330235!16s%2Fg%2F11fzffk9qm!19sChIJz_cgzU8-Eo0RDNJzrbDbW4Y?authuser=0&hl=fr&rclk=1,Restaurant,"97351 Rue Victor Ceide, Matoury 97351, Guyane française",,,5,1,non,,,,,,oui,"RMX9+WW Matoury, Guyane française"
Shojo Sushi bar,https://www.google.com/maps/place/Shojo+Sushi+bar/data=!4m7!3m6!1s0x8d123bbf9e633f89:0x69e874058cf1265d!8m2!3d4.9105913!4d-52.2709174!16s%2Fg%2F11dxbthkl0!19sChIJiT9jnr87Eo0RXSbxjAV06Gk?authuser=0&hl=fr&rclk=1,Restaurant japonais,"184 Rte des plages, Remire-Montjoly 97354, Guyane française",+594 594 38 10 61,,"4,4",202,oui,,,,,,oui,"WP6H+6J Remire-Montjoly, Guyane française"
LE BARRIO,https://www.google.com/maps/place/LE+BARRIO/data=!4m7!3m6!1s0x8d123916b502bbe7:0x2785157d1caa3c18!8m2!3d4.8588051!4d-52.2571531!16s%2Fg%2F11r8g7q1z2!19sChIJ57sCtRY5Eo0RGDyqHH0VhSc?authuser=0&hl=fr&rclk=1,Restaurant français,"151 Chemin Pointe du Mahury 97354 Route des plages Remire-Montjoly, 97354, Guyane française",+594 694 41 52 45,lebarrioguyane.fr,"4,2",521,oui,,,,,,oui,"VP5V+G4 Remire-Montjoly, Guyane française"
